SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
SPORTKING,Logistics & Ports,110.1,110.09666666666664,110.095,110.0983333333333,110.0983333333333,110.095,0.0030275507114458,0.0303030303030303,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
YUKEN,Diversified,992.4,995.0333333333332,996.35,993.7166666666666,996.35,993.7166666666666,0.2653499932822893,0.1818181818181818,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2653% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
3PLAND,Diversified,45.47,45.59333333333333,45.655,45.531666666666666,45.655,45.531666666666666,0.2712411113554758,0.1212121212121212,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2712% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SIYSIL,Diversified,671.0,672.8333333333334,673.75,671.9166666666667,673.75,671.9166666666667,0.2732240437158357,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2732% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SHIVALIK,Diversified,463.25,464.5333333333333,465.175,463.89166666666665,465.175,463.89166666666665,0.2770282424896498,0.2121212121212121,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2770% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TIIL,Diversified,2466.2,2473.4333333333334,2477.05,2469.8166666666666,2477.05,2469.8166666666666,0.2932987321925868,0.2121212121212121,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2933% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
IONEXCHANG,Diversified,424.9,426.1666666666667,426.8,425.53333333333336,426.8,425.53333333333336,0.2981093590648744,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2981% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GANDHITUBE,Diversified,918.3,921.1166666666668,922.525,919.7083333333334,922.525,919.7083333333334,0.3067261969581407,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3067% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SJS,Diversified,1531.5,1526.7666666666669,1524.4,1529.1333333333332,1529.1333333333332,1524.4,0.3090651866361816,0.2121212121212121,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3091% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LLOYDSENT,Diversified,66.58,66.78666666666668,66.89,66.68333333333335,66.89,66.68333333333335,0.3104035245819303,0.1818181818181818,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3104% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AERONEU,Diversified,100.49,100.17666666666668,100.02,100.33333333333334,100.33333333333334,100.02,0.3118054864497289,0.0833333333333333,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3118% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GENUSPOWER,Power & Utilities,327.75,328.7833333333333,329.29999999999995,328.26666666666665,329.29999999999995,328.26666666666665,0.3152809560132122,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3153% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
EUROBOND,Diversified,216.3,217.1,217.5,216.7,217.5,216.7,0.3698566805362974,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3699% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GOPAL,Diversified,362.6,363.95,364.625,363.275,364.625,363.275,0.3723110865968071,0.2121212121212121,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3723% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
DRCSYSTEMS,Information Technology,20.25,20.33333333333333,20.375,20.291666666666664,20.375,20.291666666666664,0.4115226337448676,0.1666666666666666,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4115% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
INDOFARM,Diversified,265.43,264.4833333333333,264.01,264.9566666666667,264.9566666666667,264.01,0.356653982845464,0.2121212121212121,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3567% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MITCON,Diversified,69.58,69.33,69.205,69.455,69.455,69.205,0.3592986490370796,0.2424242424242424,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3593% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JPPOWER,Power,18.32,18.386666666666667,18.42,18.35333333333333,18.42,18.35333333333333,0.3639010189228711,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3639% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
PGEL,Consumer Durables,558.2,560.2333333333333,561.25,559.2166666666667,561.25,559.2166666666667,0.3642660933954322,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3643% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VIMTALABS,Healthcare & Pharma,750.45,753.2166666666667,754.6,751.8333333333334,754.6,751.8333333333334,0.3686676882759213,0.1515151515151515,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3687% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LAL,Diversified,11.39,11.44,11.465,11.415,11.465,11.415,0.4389815627743697,0.1818181818181818,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4390% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NIBL,Diversified,29.58,29.723333333333333,29.795,29.651666666666664,29.795,29.651666666666664,0.484561640748269,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4846% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
PAVNAIND,Diversified,39.8,39.6,39.5,39.7,39.7,39.5,0.5025125628140775,0.2121212121212121,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.5025% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AVANTEL,Diversified,193.57,192.7733333333333,192.375,193.17166666666665,193.17166666666665,192.375,0.4115651530023373,0.2424242424242424,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4116% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
FMNL,Diversified,12.69,12.76,12.795,12.725,12.795,12.725,0.5516154452324687,0.2424242424242424,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5516% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
PRIMO,Diversified,25.71,25.71,25.71,25.709999999999997,25.71,25.709999999999997,2.7636823639054853e-14,0.0303030303030303,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DISHTV,Diversified,5.35,5.349999999999999,5.35,5.349999999999998,5.35,5.349999999999998,3.320293157757478e-14,0.0606060606060606,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
INFIBEAM,Diversified,16.63,16.63,16.630000000000003,16.629999999999995,16.630000000000003,16.629999999999995,4.2726562583289255e-14,0.0606060606060606,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
